selling_price,km_driven,mileage,engine,max_power
150000,100000,19.7,796,46.3
150000,70000,19.7,796,46.3
170000,160000,13.1,1493,82
250000,120000,10.5,2179,120
100000,100000,13.1,1493,82
599000,60000,20.77,1248,88.76
250000,135000,18.3,1991,147.9
570000,90000,20.4,1197,81.8
440000,75000,22.07,1199,73.9
300000,185000,11.4,2494,100.6
300000,71717,19.34,1198,76
500000,150000,11.79,2179,120
660000,55000,26.59,1248,74
256000,90000,15.3,1596,99.6
409999,35000,23.01,999,67
1888000,120000,12.55,2982,168.5
250000,100000,13.45,1086,62.1
280000,40000,12.9,1799,130
300000,100000,13,2489,95
900000,120000,14.1,2179,147.94
190000,60000,19,998,67.1
800000,2000,15.96,2523,63
450000,100000,14,2523,75
400000,110000,14.95,2489,93.7
150000,90000,13.93,2179,138.1
200000,84321,23.57,1396,70
600000,177000,15.1,2179,140
175000,60000,18,1248,75
99000,205000,19.09,1396,69
215000,70000,20.36,1197,78.9
520000,126000,19.01,1461,108.45
2280000,120000,10.91,3198,197
285000,70000,19.1,1405,70
660000,82000,18.49,1493,100
31504,110000,16.1,796,37
515000,45000,20.85,1197,83.14
295000,70000,21.64,1461,84.8
700000,80000,20.45,1461,83.8
1100000,45000,15.4,2179,120
300000,60000,20.3,998,68.05
450000,41800,18.6,1197,85.8
700000,50000,28.4,1248,74.02
250000,40000,20,1399,68
140000,96000,18.9,1061,67
250000,117000,14,2498,112
210000,110000,19.81,1086,68.05
420000,100000,25.8,1498,98.6
130000,88700,19.7,796,46.3
320000,70000,16.95,1498,97.7
200000,110000,17.3,1061,64
310000,15000,22.74,796,47.3
200000,80000,20.8,1461,65
350000,50000,18.5,1197,85.8
444000,15000,21.1,814,55.2
300000,25000,22.7,799,53.64
225000,57000,21,1461,64.1
600000,75000,15.96,2523,62.1
260000,26000,15.37,1196,73
375000,160000,24.4,1120,71.01
260000,26000,15.37,1196,73
150000,120000,19.7,796,46.3
110000,50000,19.7,796,46.3
225000,40000,19.7,796,46.3
860000,28000,17.8,1497,117.3
650000,50000,28.4,1248,74.02
650000,90000,20.77,1248,88.8
710000,40000,24.8,1396,88.7
430000,113000,25.83,1498,99
305000,188000,17.8,1248,75
220000,100000,20,1399,68
150000,225000,14,1948,90
660000,67000,18.49,1493,100
140000,70000,25.44,936,57.6
1100000,50000,14.28,1798,138.03
2450000,60000,16.36,2179,187.7
625000,34000,22,1498,108.495
198000,110000,12.8,1493,100
130000,140000,18.9,998,67.1
540000,100000,16.8,1497,116.3
550000,10000,18.9,1197,81.86
475000,30000,21.63,998,67.04
2825000,22000,15.73,1968,174.33
2125000,5500,26.8,1597,118
3350000,18000,19.62,1998,190
1800000,20000,11.36,2755,171.5
540000,7000,20.3,1086,68
910000,20000,17,2596,80.8
484999,4875,21.63,998,67.04
1950000,2700,17.01,1582,126.2
950000,58511,24.3,1248,88.5
365000,105000,25.83,1498,99
900000,26235,16.55,2498,105
919999,26766,21.5,1497,108.5
1900000,1600,13.96,1451,141
2950000,46000,15.8,2148,170
1075000,23000,17.3,1497,121
600000,24522,20.4,1197,81.8
3200000,13663,22.69,1995,190
2600000,11000,19.3,1968,141
839000,63000,24.3,1248,88.5
635000,2000,16.2,1199,74
550000,300000,12.05,2179,120
180000,190000,19.2,1461,65
650000,80000,26,1498,98.6
350000,80000,16,1198,90
265000,54000,23.95,998,67.05
330000,30000,23.01,999,67
395000,5000,15.37,1196,73
700000,58945,18.49,1493,100
300000,90000,20,1399,68
650000,375000,12.8,2494,102
625000,160000,20.77,1248,88.76
425000,80000,15.11,1598,103.6
55000,50000,16.1,796,37
250000,80000,19.09,1405,69.01
459999,156975,15.96,2523,62.1
1594000,5000,21.43,1364,86.79
300000,50000,18.2,1199,82.4
950000,27620,22.77,1498,98.59
484999,120000,12.05,2179,120
161000,120000,14,2498,112
500000,58000,17.19,1197,81.86
350000,50000,16.95,1498,97.7
550000,40000,20.89,1197,81.8
850000,7800,17.5,1199,88.7
240000,50000,22.74,796,47.3
950000,68000,13.1,2499,141
423000,60000,16.02,1373,93.7
90000,74000,12.8,1396,85
350000,58000,13.93,2179,138.1
170000,70000,19,998,66.1
450000,70000,18.16,1196,86.8
150000,110000,20.36,1197,78.9
511000,80000,22.54,1396,88.73
850000,59000,24.2,1498,93.87
250000,110000,25,1396,69
420000,25000,21.63,998,67.04
180000,55000,22.74,796,47.3
400000,25000,27.62,793,47
150000,300000,14,2498,112
500000,143200,25.83,1498,99
1689999,60000,17.1,1956,170
204999,120000,23.08,1461,63.1
459999,145000,26.21,1248,88.5
600000,30000,18.6,1197,81.83
585000,8000,18.9,1197,81.86
551000,170000,13.1,2499,141
525000,100000,23.4,1248,74
160000,62000,14,796,35
825000,110000,15.1,2179,140
600000,80000,13.58,2499,72.4
65000,80000,17.3,993,60
550000,100000,23.4,1248,74
650000,120000,15.96,2523,63
750000,24000,28.4,1248,74.02
380000,80000,25.32,1198,77
400000,138000,22.32,1582,126.32
50000,147000,18.9,998,67.1
750000,60000,18.49,1493,100
150000,80000,18,995,62
245000,50000,22.74,796,47.3
260000,189000,21.02,1248,88.76
411000,90000,21.21,1498,103.2
450000,56000,21.9,1396,88.76
1300000,140000,18.88,1995,184
351000,60000,23.1,998,67.04
550000,130000,15.1,2179,140
1300000,140000,18.88,1995,184
260000,189000,21.02,1248,88.76
411000,90000,21.21,1498,103.2
450000,56000,21.9,1396,88.76
1300000,140000,18.88,1995,184
351000,60000,23.1,998,67.04
550000,130000,15.1,2179,140
1300000,140000,18.88,1995,184
750000,35000,20.45,1461,83.8
800000,35000,20.45,1461,83.8
350000,156000,11.57,2179,138.1
200000,90000,22.74,796,47.3
150000,60000,17,1405,70
800000,36000,19.01,1461,108.5
350000,20000,21.1,814,55.2
350000,160000,13.93,2179,138
250000,185000,12.7,2609,116.6
170000,110000,17,1405,71
395000,10800,25.17,799,53.3
450000,120000,15.96,2523,62.1
500000,15000,20.89,1197,81.8
200000,67500,12.2,1948,68
1200000,30000,17.6,2179,153.86
400000,50000,25.32,1198,77
650000,100000,18.49,1493,100
550000,150000,15.96,2523,63
1100000,110000,16,2179,140
254999,30000,22.74,796,47.3
180000,60000,19.7,796,46.3
160000,255000,13,2489,95
225000,120000,16.52,1991,123.7
270000,49900,22.74,796,47.3
310000,86000,21.12,1248,88.8
225000,71850,20.63,1198,67
300000,95000,21.2,1248,75
250000,70000,17.5,1298,85.8
180000,35000,21.1,814,55.2
550000,50000,20.85,1197,83.14
300000,120000,13.6,2523,63
900000,145000,22.7,1582,126.2
1530000,40000,16,2179,138
590000,110000,27.39,1248,74
170000,112000,17.3,1061,57.5
2600000,70000,20.38,1968,143
475000,110000,23.2,1248,73.94
700000,29000,24,1186,73.97
376000,60000,18.9,998,67.1
75000,46000,16.1,796,37
440000,120000,11.79,2179,120
390000,80000,20.51,998,67.04
725000,159000,12.8,2494,102
325000,110000,15.96,2523,62.1
170000,75000,19.7,796,46.3
215000,120000,19.3,1248,73.9
350000,110000,17,1497,118
80000,80000,18,995,62
195000,80000,21.1,814,55.2
335000,71000,21.64,1461,84.8
475000,108000,16,2179,140
484999,75000,19.87,1461,83.8
650000,22000,21.56,1462,103.25
1850000,76131,13.22,2967,241.4
700000,30000,18.6,1197,81.83
3000000,65000,12.07,2967,241.4
900000,60000,15.4,2523,75
350000,80000,22.07,1199,73.9
285000,80000,9,2997,218
1850000,70000,12.07,2967,241.4
750000,51777,24.3,1248,88.5
1650000,64788,0,2179,115
600000,20000,19.5,1199,88.76
565000,19000,18.78,999,75
86000,46951,18.5,796,53
329000,19000,20.63,1198,67
650000,50000,22.77,1498,98.59
822000,60000,19.67,1582,126.2
345000,100000,19.01,1461,108.45
30000,10000,17.3,993,60
330000,50000,22.9,1248,74
300000,74537,20.51,998,67.04
200000,90000,12.6,1586,103.3
90000,70000,18,995,62
200000,80000,18.9,1061,67
550000,35000,24.4,1120,71
250000,23500,18.6,1199,76.8
975000,82000,25.6,1498,97.9
900000,100000,12.99,2494,100.6
610000,15000,18.6,1197,81.83
620000,30000,27.39,1248,74
400000,30000,18.9,1197,82
500000,11000,21.63,998,67
200000,140000,19.02,1198,67.05
360000,110000,23,1248,88.7
252000,48000,20.92,998,67.1
280000,70000,22.9,1248,74
509999,70000,22,1197,81.8
1050000,58000,15.4,1997,120
200000,40000,17.3,1061,57.5
60000,90000,17.3,993,60
320000,40000,14,2498,112
520000,110000,12.05,2179,120
250000,80000,11.57,2179,138.1
725000,60000,24.3,1248,88.5
585000,50000,15.96,2523,62.1
430000,25000,23.84,1199,84
235000,100000,22.9,1248,74
350000,52000,19.3,1248,73.9
131000,80000,19.81,1086,68.05
450000,85000,25.8,1498,98.6
750000,83000,24.3,1248,88.5
200000,50000,22.74,796,47.3
125000,120000,18.9,1061,67
500000,100000,15.96,2523,62.1
380000,70000,22.9,1248,74
128000,19000,19.7,796,46.3
250000,68600,17,1497,118
690000,60000,16.5,1493,70
650000,65000,15.96,2523,62.1
560000,40000,16.8,1497,116.3
400000,25000,23.1,998,67.04
200000,29500,20.92,998,67.1
950000,13887,17,1591,121.3
300000,50000,22.74,796,47.3
315000,30000,25.17,799,53.3
220000,100000,22.74,796,47.3
130000,60000,14.49,1399,92.7
595000,60000,22.54,1396,88.73
110000,120000,19.4,1405,70
680000,13500,17,1497,121.36
280000,52000,20.3,1248,75
530000,30000,21.4,1197,83.1
610000,14000,19.1,1197,82
500000,90000,15.05,2179,147.9
500000,50000,24.7,1047,69
250000,120000,13,2489,95
325000,10000,21.1,814,55.2
550000,10000,21.4,1197,83.1
720000,25000,20.73,1373,91.1
950000,20000,17,1591,121.3
350000,60000,22.9,1248,74
500000,40000,18.9,1197,81.86
380000,60000,19.3,1248,73.9
380000,50000,16.9,1197,82
900000,20000,17,1591,121.3
295000,35000,24.7,796,47.3
640000,40000,28.09,1248,88.5
790000,60000,21.5,1497,108.5
625000,20000,17.01,1591,121.4
604000,30000,17,1497,121.36
315000,29000,23.95,998,67.05
950000,17000,20,1497,115
400000,50000,20.51,998,67.04
700000,42000,18.6,1368,98.63
700000,120000,12.8,2494,102
260000,110000,21.03,1461,65
200000,90000,23.57,1396,70
580000,70000,23.26,1197,88.5
330000,66000,20.5,1598,105
400000,70000,16.2,1493,110
1350000,5000,14.8,1591,121.3
250000,50000,21.03,1461,65
725000,25000,15.41,1598,103.2
300000,70000,23.4,1248,74
120000,40000,16.1,796,37
1175000,110000,16,2179,140
380000,150000,13.93,2179,138
400000,45000,19.1,1405,70
140000,90000,16.1,1405,70
229999,140000,11.57,2179,138.1
110000,83000,13.8,1299,70
550000,106000,16.96,1968,138.1
150000,60000,15.26,1150,74.9
265000,40000,16.8,796,34.2
300000,138000,17,1197,80
280000,80000,22.74,796,47.3
130000,50000,15.3,1341,83
350000,50000,18.2,1199,82.4
200000,120000,18.5,1197,85.8
550000,24400,22,1197,81.8
400000,60000,15.96,2523,62.1
170000,120000,18.5,1197,85.8
600000,60000,24.8,1396,88.7
130000,100000,19.7,796,46.3
100000,120000,16.1,796,37
310000,27500,25.17,799,53.3
35000,10000,16.1,796,37
200000,120000,18.5,1197,80
650000,80000,22.54,1396,88.73
210000,120000,15.64,1193,64.1
509999,90000,24.4,1120,71.01
229999,70000,20,1399,68.1
409999,188000,19.01,1461,108.45
130000,67840,18,995,62
95000,30000,25.4,624,37.48
225000,35000,22.74,796,47.3
775000,100000,24.3,1248,88.5
420000,30000,20.51,998,67.04
480000,70000,18.9,1197,82
260000,380000,13.6,2523,63
600000,15000,16.2,1199,74
140000,140000,13.8,1399,68
130000,120000,19.7,796,35
195000,112880,25.2,1248,74
210000,135000,19.4,1405,70
130000,80000,18.9,998,67.1
141000,128000,18.6,1199,79.4
280000,120000,13.6,2523,63
350000,30000,12.6,1586,103.2
575000,70000,17,1198,108.5
550000,41000,18.6,1197,81.83
120000,30000,19.7,796,46.3
320000,30000,23.95,998,67.05
250000,35000,16.36,1495,93.7
300000,22000,15,1586,104.68
250000,70000,18.9,998,67.1
750000,70000,16.5,1493,70
151000,200000,10.5,2179,120
300000,120000,13.93,2179,138.03
577000,3000,20.89,1197,81.8
229999,50000,20.92,998,67.1
500000,50000,15.96,2523,62.1
840000,1500,18.2,1199,88.7
900000,74000,22.27,1498,108.6
650000,25000,18.7,1199,88.7
650000,61915,27.3,1498,98.6
250000,110000,21.1,814,55.2
550000,70000,20.14,1498,88
250000,150000,17.8,1248,75
350000,110000,17.21,1493,100
185000,90000,25.44,936,56.3
229999,120000,15.6,1196,70
1000000,65000,12.99,2494,100.6
490000,10000,20.52,1197,81.8
150000,80000,20.36,1197,78.9
600000,184000,20.77,1248,88.76
270000,80000,32.52,998,58.33
60000,70000,17.3,993,60
150000,89000,15.6,1586,104.68
335000,33033,19.4,1198,86.8
525000,69000,22.9,1248,74
465000,63063,18.9,1197,82
83000,90000,25,1396,69
300000,8000,21.1,814,55.2
350000,35000,17,1197,80
300000,45000,17,1197,80
250000,30000,20.4,1248,91.2
114999,59000,16.1,796,37
700000,6200,19.34,1462,103
250000,120000,21.63,998,67
350000,70000,20.51,998,67.04
80000,70000,14,796,35
850000,110000,15.4,2523,75
90000,93000,18,995,62
600000,110000,13.58,2499,72.4
135000,57000,19.7,796,46.3
150000,120000,13.2,1495,94
259000,35000,23.03,1396,69
220000,90000,23.03,1396,69
246000,35000,23.03,1396,69
240000,120000,17.5,1298,85.8
946000,60000,22.1,1396,88.7
215000,70000,23.03,1396,69
50000,60000,17.3,993,60
310000,100000,25.8,1498,98.6
220000,35000,20.36,1197,78.9
195000,90000,17.8,1248,75
650000,50000,17.19,1197,81.86
350000,98000,18.5,1197,80
360000,30000,18.5,1197,82.85
550000,50000,16.3,1797,147.5
490000,26000,18.9,1197,82
195000,46000,19.7,796,46.3
125000,80000,19.7,796,46.3
459999,10000,23.84,1199,84
275000,16700,22.74,796,47.3
680000,70000,28.4,1248,74.02
600000,7967,20.85,1197,83.14
720000,20000,22,1197,81.8
356000,9656,25.17,799,53.3
225000,50000,19.81,1086,68.05
725000,17000,24.4,1498,98.63
130000,50000,18,995,62
300000,10000,25.17,799,53.3
400000,43000,18.5,1197,82.85
550000,50000,23.5,1396,88.7
120000,90000,18.9,998,67
409999,100000,14,2498,112
110000,80000,0,1086,62.1
450000,120000,15.96,2523,62.1
610000,5000,21.21,1197,81.8
515000,68609,22.7,1498,89.84
925000,33360,22.77,1498,98.59
860000,14317,14.23,1498,104.55
225000,87237,20,1399,68.05
500000,62960,25.83,1498,99
600000,26634,21.21,1197,81.8
195000,163720,18.5,1399,68
265000,67998,18.9,998,67.1
650000,20706,23.8,1499,98.63
415000,100581,25.83,1498,99
600000,67303,20.45,1461,83.8
340000,79139,18.5,1197,85.8
350000,84784,24,1120,70
265000,130376,23.2,1248,73.94
625000,72000,13.93,2179,138.03
245000,127000,16.8,1493,110
395000,120000,25.2,1248,74
490000,100000,24.4,1120,71
955000,40000,24.52,1248,88.5
525000,110000,23.4,1248,74
550000,30000,20.3,1199,84
200000,120000,19.1,1405,70
500000,15000,18.16,1196,86.8
825000,33500,23.65,1248,88.5
250000,70000,17.21,1493,100
600000,10000,18.16,1197,78.8
1325000,22053,16.36,2179,120
770000,50000,18.49,1493,100
415000,78432,16.52,1991,123.7
825000,125000,14.66,2199,194.3
530000,80000,26.1,1498,99.23
425000,270000,12.8,2494,102
310000,50000,19.4,1198,86.8
390000,20000,23.84,1199,84
700000,30000,15.29,1591,121.3
200000,70000,19.81,1086,68.05
1050000,7200,12.99,2494,100.6
580000,97000,26,1498,98.6
200000,60000,21.1,814,55.2
245000,25000,18.2,1199,84.8
210000,94000,20.36,1197,78.9
50000,90000,15.4,1590,94
700000,50000,12.12,2231,184
660000,35000,22.95,1248,74
630000,117500,17.4,1497,117.3
950000,78500,15.1,2179,140
740000,8000,18.6,1197,81.83
570000,25000,18.12,1196,86.8
450000,60000,22.32,1582,126.32
390000,10000,22.5,999,67
180000,70000,14.2,1597,92
130000,60000,25.4,624,37.48
270000,70000,17.7,1497,78
60000,25000,16.1,796,37
170000,90000,13.9,1599,103.2
978999,90000,19.67,1582,126.2
490000,25000,23.84,1199,84
280000,60000,23.5,1498,88.7
390000,25000,23.84,1199,84
170000,60000,22.74,796,47.3
45000,70000,18,995,62
640000,80000,24.52,1248,88.5
650000,110000,15.4,2523,75
500000,115717,12.05,2179,120
90000,110000,17.7,1399,68
480000,70000,15.05,2179,147.9
630000,4000,21.21,1197,81.8
250000,50000,20.36,1197,78.9
330000,70000,18.9,1197,82
180000,70000,20.36,1197,78.9
210000,50000,18.5,1197,80
550000,55000,26.59,1248,74
950000,5000,17,1198,108.5
430000,100000,15.96,2523,62.1
348000,23000,20.36,1197,78.9
196000,60000,22.74,796,47.3
150000,70000,18.9,1061,67
150000,60000,18.9,1061,67
1250000,100000,14.1,2179,153.86
600000,90000,20.77,1248,88.76
65000,26432,25.4,624,37.48
220000,46702,16.8,796,34.2
220000,46706,16.8,796,34.2
110000,53523,16.84,1193,64.4
175000,56365,25.44,936,56.3
160000,49563,16.2,995,62.1
65000,56432,16.1,796,37
60000,52365,16.1,796,37
120000,53512,19.7,796,46.3
1000000,40000,11.18,2696,184
220000,46533,18.9,998,67.1
114999,58632,14,796,35
850000,80000,16,2179,140
750000,70000,24.52,1248,88.5
265000,90000,23.01,999,67
450000,110000,14.09,1596,99.6
225000,90000,17.21,1493,100
1125000,70000,15.4,2179,120
270000,80000,16.6,1197,85
130000,78000,19.7,796,46.3
660000,45000,16.5,1493,70
240000,50000,23.95,998,67.05
275000,58000,24.7,796,47.3
750000,120000,12.8,2494,102
65000,30000,14.7,1150,76
850000,162000,14.1,2179,147.94
300000,50000,26.6,998,58.16
555000,25000,18.6,1197,81.83
825000,60000,15.4,1997,120
150000,70000,13.45,1086,62.1
185000,138000,19.3,1248,73.9
180000,70000,20.36,1197,78.9
160000,48000,19.7,796,46.3
500000,110000,11.4,2953,153.86
375000,88000,25.2,1248,74
900000,68000,12.99,2494,100.6
459999,70000,18.9,1197,82
480000,80000,20.45,1461,83.8
320000,100000,22.9,1248,74
370000,96000,22.9,1248,74
75000,30000,17.3,993,60
400000,60000,23.2,1248,73.94
425000,65000,25.2,1248,74
325000,48000,23.1,998,67.04
350000,65300,18.9,1197,82
600000,40000,18.6,1197,81.83
120000,60000,25.44,936,57.6
200000,70000,20.92,998,67.1
100000,70000,19.7,796,46.3
350000,70000,24,1120,70
85000,150000,19.7,796,46.3
399000,10000,23.95,998,67.05
580000,56000,22.32,1582,126.3
290000,30000,22.7,799,53.64
380000,50000,18.9,1197,82
200000,120000,20,1399,68
390000,40000,26.6,998,58.16
500000,27500,18.9,1197,81.86
520000,73000,20.77,1248,88.76
650000,75000,26.59,1248,74
380000,5000,23.01,999,67
275000,50000,26.2,998,58.2
520000,70000,26.59,1248,74
610000,60000,26.59,1248,74
85000,110000,18.9,998,67.1
490000,95000,20.46,1461,83.8
229999,34000,21.1,814,55.2
411000,25000,18.9,1197,82
362000,120000,21.94,1196,61.7
550000,31000,23.59,1364,67.06
459999,70000,26.6,998,58.16
190000,47000,18.5,1197,85.8
499000,5000,20.3,1086,68
358000,44000,15.37,1196,73
278000,120000,23.59,1364,67.1
320000,39395,21.2,1248,75
580000,67000,20.4,1461,108.5
1300000,20000,17.4,1497,117.6
825000,40000,25.8,1498,98.6
170000,120000,13.4,1794,125
1700000,80000,12.55,2982,168.5
490000,7000,20.3,1086,68
1050000,15000,16,2179,140
210000,50000,18.6,1199,76.8
1250000,30000,15.4,2179,120
320000,120000,22.9,1248,74
400000,64000,16.52,1991,123.7
320000,120000,23.2,1248,73.94
600000,85000,21.43,1364,87.2
275000,50000,20.92,998,67.1
170000,59000,19.7,796,46.3
155000,98000,25.44,936,57.6
620000,140000,20.45,1461,83.8
530000,50000,18.9,1197,81.86
550000,40000,23.59,1364,67.04
600000,90000,26,1498,98.6
649000,117000,15.1,2179,140
625000,90000,26,1498,98.6
125000,70000,16,995,63
305000,230000,13.58,2499,72.4
285000,155000,15.5,1586,103.3
600000,60000,13.49,2179,138.03
426000,110000,18.15,1198,82
180000,120000,17,1405,71
400000,100000,22.32,1582,126.32
120000,40000,18.6,1199,79.4
300000,110000,21.12,1248,88.8
190000,92500,20.92,998,67.1
310000,20000,24.7,796,47.3
380000,15000,25.17,799,53.3
740000,14000,16.5,1493,70
260000,35000,22.7,799,53.64
320000,32000,23.95,998,67.05
211000,90000,26.6,998,58.16
650000,35000,22,1197,81.8
651000,32500,28.4,1248,74.02
380000,14000,23.95,998,67.05
160000,70000,25.44,936,56.3
1270000,20000,17,1591,121.3
300000,300000,26.2,998,58.2
405000,100000,25.2,1248,74
850000,64800,15.1,2179,140
680000,90000,16.5,1493,70
426999,80000,19.1,1197,82
525000,248000,24.8,1396,88.7
1019999,60000,12.99,2494,100.6
245000,120000,12.8,2494,102
869999,120000,22.7,1582,126.2
160000,66444,26.2,998,58.2
700000,86000,24.3,1248,88.5
300000,90000,21.64,1461,84.8
175000,218463,12.9,1799,130
960000,153000,12.8,2494,102
525000,70000,16.55,2498,105
345000,60000,24,1120,70
390000,50000,18,1198,86.7
275000,20000,20.63,1198,67
310000,35000,18.2,1199,82.4
500000,20000,18.9,1197,81.86
200000,70000,22.1,1248,76.9
650000,53000,20.14,1498,88
1031000,60000,25.6,1498,97.9
330000,70000,20.3,998,68.05
399000,4000,20.3,1086,68
250000,103000,20.36,1197,78.9
600000,20000,24,1186,73.97
375000,77000,22.9,1248,74
375000,90000,20.54,1598,103.6
445000,87185,22.32,1582,126.3
55000,167000,18.9,998,67.1
611000,77000,22.54,1396,88.73
459999,110000,24.8,1396,88.7
275000,120000,17.8,1399,68
185000,170000,11.88,1086,62.1
390000,100000,22.32,1582,126.32
72000,40000,18,995,62
90000,50000,17.88,1396,52.8
500000,125000,23.59,1364,67.05
200000,137000,26.2,998,58.2
1575000,18000,15.1,2179,152.87
511000,30000,18.9,1197,82
150000,55000,14.6,1368,88.7
1500000,40000,10.75,2694,163.7
185000,80000,22.74,796,47.3
550000,30000,21.4,1197,83.1
325000,3564,23.95,998,67.05
525000,80000,26.59,1248,74
1050000,13000,17,2200,139.01
300000,120000,25,1396,69
120000,90000,18.6,1199,79.4
2625000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
170000,50000,17.92,1086,62.1
320000,42000,23.03,1396,69
350000,17000,23.1,998,67.04
500000,40000,22,1197,81.8
135000,137000,17,1405,70
340000,20000,25.17,799,53.3
330000,70000,18.9,1197,81.86
350000,48756,15.5,1586,103.3
1850000,30000,12.55,2982,168.5
400000,110000,24.4,1120,71
325000,80322,17.8,1399,67
1000000,35000,15.4,1997,120
850000,110000,15.4,2523,75
350000,70000,21.5,1248,88.8
2625000,9000,13.6,1999,177
5150000,20000,22.37,2487,214.56
3200000,45000,19.33,1999,177
503000,110000,14.1,2179,147.94
3800000,20000,18,1969,190
2000000,68089,19.16,2494,157.7
225000,58343,21.79,998,67.05
740000,38817,27.39,1248,74
550000,56494,18.2,1199,88.7
750000,79328,12.99,2494,100.6
650000,5621,22,1197,81.8
625000,25538,16.78,1496,88.73
600000,69779,22,1197,81.8
450000,56290,24,1186,73.97
5400000,7500,16.78,1995,190
5500000,8500,16.78,1995,190
779000,7032,19,1199,88.76
645000,11000,14.3,1598,103.5
2475000,2000,16.8,1984,150
550000,120000,24.5,1498,98.6
925000,60000,14,2179,138.1
509999,97000,11.79,2179,120
250000,100000,13,2489,95
500000,36000,17.19,1197,81.86
1050000,27000,21.38,1396,88.7
490000,50000,23.4,1248,74
415000,15000,15.37,1196,73
190000,60000,22.74,796,47.3
680000,120000,28.4,1248,74.02
190000,60000,22.74,796,47.3
479000,173000,12.05,2179,120
270000,60000,22.74,796,47.3
170000,70000,19.81,1086,68.05
764000,25000,20.73,1373,91.1
710000,30000,15.96,2523,62.1
310000,35000,24.7,796,47.3
620000,100000,16.5,1493,70
280000,31000,21.1,814,55.2
1500000,80000,12.55,2982,168.5
450000,40000,18.9,1197,82
2199000,10000,17.9,2143,136
3600000,50000,11.74,2987,254.8
285000,60000,15.3,1596,99.6
465000,210000,12.8,2494,102
1100000,60000,16.07,1995,181
350000,110000,20.54,1598,103.6
600000,35000,17.5,1373,91.1
570000,35000,21.4,1197,83.1
325000,20000,23.95,998,67.05
975000,54000,16,1997,140
480000,60000,18.6,1197,81.83
185000,10300,22.74,796,47.3
1050000,50000,17.01,1582,126.2
760000,3000,21.01,1197,81.8
570000,5000,18.78,999,75
700000,13000,21.4,1197,83.1
775000,30000,15.63,1499,110.4
750000,60000,14.49,2993,258
140000,100000,18,995,62
220000,40000,22.74,796,47.3
184000,15000,0,1086,62.1
440000,50000,18.6,1197,81.83
650000,80000,21.19,1396,88.73
660000,50000,18.49,1493,100
380000,30000,21.94,1196,61.7
415000,125000,21.43,1364,87.2
225000,110000,19.81,1086,68.05
600000,30000,20.77,1248,88.76
620000,148000,20.77,1248,88.8
750000,35000,18.49,1493,100
400000,80000,18.9,1197,82
110000,110000,18.9,998,67.1
119000,95000,19.4,1405,70
600000,25000,25.8,1498,98.6
200000,80000,26.3,998,67.1
280000,60000,23,1248,88.7
375000,100000,15,1598,105
350000,50000,19.44,1198,67
620000,31000,25.4,1186,73.97
570000,120000,26.59,1248,74
290000,105000,19.3,1248,73.9
711000,120000,24.52,1248,88.5
370000,60000,22.9,1248,74
550000,15000,23.26,1197,88.5
325000,150000,18.6,1197,85.8
670000,93000,27.4,1498,98.63
385000,42000,19.81,1086,68.05
114999,80000,17.92,1086,62.1
200000,90000,17.92,1086,62.1
860000,6500,24.3,1248,88.5
600000,60000,27.39,1248,74
265000,110000,23.95,998,67.05
155000,60000,23.7,1193,55.23
900000,60000,25.1,1248,88.5
650000,170000,20.77,1248,88.76
70000,220000,16.1,796,37
180000,80000,22.74,796,47.3
200000,57000,21.1,814,55.2
300000,100000,19.81,1086,68.05
650000,40000,17.01,1591,121.3
267000,40000,22.74,796,47.3
450000,50000,26.6,998,58.16
400000,90000,18.9,1197,82
310000,86000,14,2498,112
70000,15000,26,624,35
675000,70000,15.96,2523,62.1
350000,120000,14.09,1596,99.6
240000,80000,23.95,998,67.05
185000,80000,19.09,1405,69.01
250000,50000,21.1,814,55.2
135000,100000,19.7,796,46.3
500000,80000,22.32,1582,126.32
300000,108957,13.93,2179,138
328000,68000,23.84,1199,84
509999,65000,15.96,2523,62.1
575000,110000,14.02,2179,118.3
700000,50000,12.2,2498,112
105000,100000,18.9,1061,67
60000,80000,16.1,796,37
112999,80000,19.7,796,46.3
229999,120000,19.1,1405,70
325000,150000,20,1399,68
650000,20000,18.6,1197,81.83
85000,80000,17,1405,70
570000,93000,24.5,1498,98.6
525000,134000,25.2,1248,74
350000,90000,18.5,1197,82.85
250000,60000,16.6,1197,85
300000,120000,14,2489,95
1325000,30000,17.1,1956,170
650000,22200,22.54,1396,88.73
520000,6000,18.9,1197,81.86
500000,32000,20.4,1197,81.8
220000,90000,25.17,799,53.3
650000,78000,28.09,1248,88.5
819999,12000,17.5,1199,88.7
645000,120000,19.87,1461,83.8
780000,40000,24.52,1248,88.5
215000,110000,17.7,1497,78
600000,260000,12.8,2494,102
114999,10000,19.7,796,46.3
